model_uuid,conv_cnt,linear_cnt,relu_cnt,lrelu_cnt,avg_pooling_cnt,max_pooling_cnt,out_features,linear_input_features,conv_kernel_size_2,conv_kernel_size_3,time
d51f4db1-9993-4c4b-b3d3-6979baa6fb1c,5,3,0,5,1,2,20,864,5,5,0.0044004917144775
7fe9a0de-bc34-41e9-aa17-154228af597d,4,3,3,1,1,1,72,1728,4,4,0.0030004501342773
f261fcea-b48b-4a3d-9604-0c7c1c69f84f,4,1,3,1,1,2,137,190512,4,4,0.0261996746063232
b3807db9-84c8-4423-8081-cfdfd251f9a0,3,3,1,2,2,0,34,98304,3,3,0.0061939239501953
7a5c7185-300d-4d0e-803d-b64b079f623d,5,1,5,0,1,1,272,104544,5,5,0.0235927104949951
d4d04f4b-93bd-41bb-9e88-43da1b1477f3,6,3,3,3,0,2,60,49152,6,6,0.0097934246063232
2ccf6145-a0d4-451c-98d1-3e028e6b53cf,4,1,2,2,1,2,67,49152,4,4,0.0077995300292968
f88b0408-de2a-4de5-a672-cd9fa7614542,6,2,1,5,2,1,76,6912,6,6,0.0028000831604003
2ca879d8-e2cf-4f0d-a522-845a493cf60a,4,1,0,4,2,0,280,10800,4,4,0.0067996978759765
6900aee3-bb58-4528-8864-342f3d50f72d,4,3,2,2,1,1,33,768,4,4,0.0020012855529785
9a1c9e95-ab15-456b-bc5a-0f1ef5153934,6,2,3,3,1,1,106,1728,6,6,0.0018005847930908
ac7c692d-211e-4647-bb07-1a16afe8fe0c,4,1,1,3,1,2,202,167088,4,4,0.0171756744384765
ddf3142e-dfa5-495c-a9da-649ca2d86cb8,3,2,0,3,1,1,141,1944,3,3,0.0017995834350585
c032794b-9001-44d7-9ef7-f5ad0fb040c4,5,3,3,2,0,2,19,4704,5,5,0.002794599533081
0daba4cf-88b4-4f9d-9c68-03c06d0873f9,8,1,8,0,2,1,80,150528,8,8,0.028199291229248
9f9ec9a2-bc6e-4812-b655-96c800b740d5,4,1,0,4,1,1,260,3072,4,4,0.0025999546051025
f17e6bc7-812a-4743-8c6b-d0ec224ec92b,2,3,0,2,1,1,41,13068,2,2,0.0017999649047851
cdfdada3-878b-4434-ac0c-0ee6582883f4,7,2,7,0,2,1,115,1536,7,7,0.0022007465362548
f4bbd8da-27fe-4323-bee0-58f105112481,4,2,4,0,0,2,112,10800,4,4,0.0026003360748291
f0233953-df7b-469e-af5b-51c7119b0450,3,3,2,1,0,2,51,23064,3,3,0.0028000354766845
b27de215-10db-456c-9043-cac5830078c9,5,2,3,2,2,0,39,16224,5,5,0.002393627166748
30418144-95cc-4bad-9ed6-ac3bce820575,6,1,3,3,1,1,247,768,6,6,0.0021923065185546
72f52965-48e6-4b1f-92ed-219170fa6ee7,3,1,0,3,2,0,281,92256,3,3,0.0118003368377685
b048581a-6bae-4260-9af2-c6cb8f5f35a7,7,2,0,7,2,1,119,384,7,7,0.0023935317993164
0a1ee99d-9368-4414-a21c-d4139800e313,2,3,0,2,1,1,45,2700,2,2,0.0020002365112304
7e4dfa03-36ea-46e4-bb71-d2bee5e7235b,4,2,4,0,1,1,132,3888,4,4,0.0013999462127685
a3da79fa-d7f2-45d8-9ac7-d57811f8a1a7,3,2,1,2,1,1,147,4704,3,3,0.0023999691009521
5fdec37a-63ed-403f-be5f-ec6df43001f4,5,2,3,2,1,1,90,1536,5,5,0.0018000602722167
d83230bb-f947-4129-b598-137e346b9263,3,2,0,3,1,2,107,1536,3,3,0.0020002365112304
e186b45b-1af9-480d-900d-1d425366dc55,6,1,1,5,2,1,65,6912,6,6,0.0042000293731689
4d8b8050-23a4-461b-b6a1-d6bee9bc14a1,5,2,3,2,2,0,96,98304,5,5,0.0182001113891601
836d37c4-f0a0-47df-a41c-d5cdf70f00a8,3,3,1,2,0,2,29,95256,3,3,0.0112000465393066
4053a355-ef7d-455e-95fe-41550e42756a,4,1,0,4,1,1,250,40368,4,4,0.0088002681732177
cd382d03-4dd1-4488-b791-33d1f0873007,8,3,5,3,0,3,71,3072,8,8,0.0115994453430175
a673332f-35b9-488c-a1e7-0bda33e1d737,8,1,5,3,2,1,75,12288,8,8,0.0428000926971435
d0d59283-a7db-4e76-941f-21919ddf4d87,4,2,3,1,0,3,50,12288,4,4,0.0045934200286865
b8fb60ad-38fc-4129-9ed0-1d32a089dd71,5,1,3,2,2,0,282,104544,5,5,0.0182001590728759
22d3d5ec-25b2-494d-a80c-6be454d12c70,5,2,2,3,2,1,61,1536,5,5,0.0029996871948242
3d87dda1-6e5f-4f5f-9ec6-09c5b16eb7fb,6,2,6,0,1,2,124,192,6,6,0.0012001991271972
f1c9b0ae-841b-421d-ad5d-4b5a2210d1b6,3,1,0,3,0,2,43,24576,3,3,0.0030005931854248
78d69dc7-fe3c-4777-9abe-488a8026e865,5,3,0,5,1,1,9,16224,5,5,0.0033998489379882
7ace1dc2-3a71-4bf9-b4c0-5330ba8c99aa,4,1,4,0,1,1,50,43200,4,4,0.0040012836456298
c0ce6deb-63ed-4e35-8c07-b126fd22e5cd,5,2,5,0,2,0,52,24576,5,5,0.0048003196716308
c5cef28a-a5e5-40a0-a6f5-cd045c5cd86f,5,2,3,2,0,2,106,3456,5,5,0.0032001972198486
3955bd4f-711e-4c2a-9755-c431d3ab3e9e,4,2,4,0,0,2,84,40368,4,4,0.0048008441925048
2dc9ab8d-f3c0-4776-9a1a-2fc52c73da10,6,2,3,3,0,2,60,4800,6,6,0.0024008750915527
c080bdbf-43c1-44b1-8a87-b3387fab376a,4,3,2,2,1,1,65,46128,4,4,0.0067998886108398
78551abf-a1ed-4d49-beed-4411ae4af008,4,3,1,3,2,0,16,32448,4,4,0.0023996829986572
2b027791-8e02-43da-a787-1fa04ebf250a,7,2,7,0,1,2,136,6144,7,7,0.0042068004608154
df480b58-c9dc-4a0b-af2f-4be1cfb23878,5,3,3,2,1,1,55,104544,5,5,0.0099935054779052
27966b8a-c760-48d5-a72c-03fef2725f2d,2,1,1,1,0,2,231,41772,2,2,0.0041934013366699
e0e30a37-807b-45c3-855a-e0a234577422,7,2,5,2,1,2,126,13824,7,7,0.0092000007629394
d6ef95af-5e98-4d04-b1f3-5a7c5fd20d5e,5,1,2,3,0,2,83,92256,5,5,0.0154008388519287
775d6619-0a15-482b-8ab4-f4cb05751a8f,5,1,3,2,2,1,257,80736,5,5,0.0121936321258544
855ea724-68be-4742-834e-9089eb4cf14d,6,2,5,1,1,2,86,9408,6,6,0.00319504737854
76f78181-bcad-4558-a664-d3e4d0bef090,5,3,5,0,1,1,55,98304,5,5,0.0161938190460205
2255769f-6169-4753-a932-ee2974cdbe30,7,2,7,0,1,2,15,13824,7,7,0.0050009250640869
bf0df140-650a-4ca2-86d7-d1f4cedc6912,3,3,1,2,0,2,28,24576,3,3,0.0049933433532714
c3c9db42-f3d0-4df4-88f4-a0085b95ab7e,6,2,3,3,1,1,61,184512,6,6,0.0237931251525878
26c126cd-01ff-4e7b-b094-2ba34cfd8b98,5,3,5,0,1,1,74,9600,5,5,0.0020004749298095
938dd588-343b-47eb-a117-ba42024ceb7c,2,2,2,0,2,0,62,3072,2,2,0.001000165939331
8bb2e4d4-c5bd-475c-a17d-f9c6a7d93027,4,2,4,0,0,3,37,190512,4,4,0.0100007534027099
e7ad2ade-6c5e-4af7-9132-9579173cba86,5,2,5,0,1,1,91,2400,5,5,0.0032001018524169
2f8b39f7-f550-41ff-9ae6-13373d38c1b4,6,1,3,3,1,2,164,1728,6,6,0.0029999732971191
6f2a24f8-c542-4f8e-9dac-faf617510d07,6,3,0,6,2,0,11,172800,6,6,0.0182066917419433
8e87dbb1-edb3-4ddd-8af9-07249f513917,3,2,2,1,0,3,17,18816,3,3,0.0030000686645507
d4f17361-460b-467a-a21e-65b13189eb39,6,1,5,1,3,0,170,9408,6,6,0.0036002159118652
8918ef69-093c-4975-8289-316dc0efc534,5,2,0,5,2,0,127,2400,5,5,0.0038001060485839
f4f096ed-f515-4483-aea1-c9f65de875c9,5,1,2,3,0,3,61,96,5,5,0.0019997596740722
4b495be4-b86c-4882-9b29-0470f8cc8b0e,4,2,2,2,2,0,138,48,4,4,0.0016007900238037
cdc00469-e243-4e93-84e7-5927f16da7e3,4,2,0,4,0,2,73,40368,4,4,0.0048001766204833
6c9d0b88-fa7b-4444-9eba-4479c343caa5,4,3,0,4,2,0,10,3072,4,4,0.0011929988861083
ed54b9ad-c204-4496-8710-21d09b3ef98f,8,3,5,3,1,2,57,6912,8,8,0.0074068069458007
8d094ce5-ba85-4f4e-a8ba-cc9450197a6d,2,2,0,2,0,2,141,196608,2,2,0.0217927932739257
8a4f5b3e-1869-470f-bb50-ce5e8fff02ef,5,2,2,3,2,0,26,864,5,5,0.0013925552368164
215eb198-f3fb-49a5-b9f5-5acbede52769,6,3,2,4,2,1,64,62208,6,6,0.0129998683929443
ad37af0a-35b9-4ad5-8551-3d87f965b508,5,1,4,1,1,2,52,1536,5,5,0.0022004127502441
ccfb6155-7d7b-410d-8f04-3134d177625f,6,1,6,0,1,1,234,9408,6,6,0.004399824142456
f0e7a0c1-6801-46ff-bec2-358aab5eb7e2,2,1,1,1,1,1,114,12288,2,2,0.0015993595123291
7f6f3bd2-9138-4b13-8e4d-9e657973eb8a,7,1,2,5,1,2,293,13824,7,7,0.0062002658843994
8fe4b1a7-8392-4102-8a9e-e8d67bf64220,4,3,0,4,2,1,74,192,4,4,0.0026004314422607
f75b910a-3afa-4259-9e63-fb133f643767,7,1,2,5,2,1,95,55296,7,7,0.007399845123291
27c187c4-abe5-4f65-988e-325901fe957c,4,1,0,4,1,2,269,10800,4,4,0.0176004886627197
6afb897b-f550-4328-9c39-a0acb41b1209,6,1,3,3,2,1,257,1728,6,6,0.0054002285003662
97e9d170-56cd-44ca-a069-abd316ef3ecd,2,2,2,0,0,2,75,12288,2,2,0.0028007984161376
9e80138b-36ef-4168-8db2-22f7e73ec585,6,1,3,3,0,2,119,3072,6,6,0.0030001163482666
f6423ba4-3d50-44d6-a9ee-0c9f934799dc,2,1,1,1,1,1,119,49152,2,2,0.0050003051757812
cb95b198-3cfc-4060-a7ca-4609a718a6dd,4,1,3,1,0,2,182,10800,4,4,0.004800271987915
4e57bd24-1b32-4a17-bb0c-62814b7768d7,5,3,3,2,1,1,13,27744,5,5,0.0067994117736816
d4d09e3e-92c5-4f78-80f5-792979bdbc5d,5,1,5,0,2,1,278,864,5,5,0.0032001495361328
d84dfe80-95ec-4da1-8889-f69a9e4956a6,3,3,3,0,0,2,42,95256,3,3,0.008800983428955
79ca2748-f795-4c50-af7a-cb030ae69238,5,2,5,0,2,1,144,864,5,5,0.003599739074707
da7185d7-6530-4951-a65c-0bd5e34a9049,5,3,5,0,1,1,65,4704,5,5,0.0042001724243164
d58aee01-c9a5-4cb5-ba7c-23d823291c93,6,3,3,3,2,0,27,27648,6,6,0.0055998802185058
f41eb804-56d1-459f-aeb3-1adb40d37be0,7,1,3,4,3,0,98,384,7,7,0.0041999816894531
df72ff2c-40c7-4057-ba3c-f5ad25fa9aab,4,2,1,3,1,1,38,1728,4,4,0.0023999214172363
164ff7d3-4eb7-4758-8273-33a761d03e24,3,3,0,3,1,1,17,5400,3,3,0.0030088424682617
3c1ee8d7-0f86-48cc-bd8e-aba986c07a40,4,1,2,2,2,1,229,196608,4,4,0.0268003463745117
cc6c8170-6283-4fd9-ba5e-4341d5d3d437,6,2,4,2,2,1,105,55488,6,6,0.0090003967285156
a1e240e8-486c-4fe6-ad10-77249e838c21,3,2,3,0,1,1,130,24576,3,3,0.0044005393981933
eead4cc7-d4b0-4484-82fa-390cb056a772,4,1,3,1,1,1,194,10800,4,4,0.005800724029541
046d4d3b-d494-4b3b-9770-e3a6c99544de,5,3,4,1,1,2,53,16224,5,5,0.0046002388000488
38e2f71a-fd10-469f-a585-363f8fdc7dc7,5,2,5,0,1,1,130,31104,5,5,0.0084003448486328
3da56278-4d23-41c6-a799-63c2cdd890a0,5,2,2,3,0,2,142,384,5,5,0.0032001018524169
8356d312-06c6-45e9-a296-85bd96ef1c21,3,2,1,2,1,2,17,101400,3,3,0.0060000419616699
aef6dfb2-dc34-432f-aa68-9fecf3b16543,4,3,3,1,1,1,30,3888,4,4,0.0030000209808349
acd2c9f1-dae3-400c-a67c-566715f52ceb,5,1,0,5,2,0,249,6144,5,5,0.0022008895874023
9cd8755a-6716-4063-806e-5b609351b8ac,4,1,2,2,1,1,163,3888,4,4,0.001600170135498
6b0c5cf9-278c-42e0-9af1-125e647dcfc2,6,1,6,0,2,0,264,3072,6,6,0.0021999835968017
1640b9c6-6a97-46d8-9e48-e17dbdb75309,8,3,6,2,1,2,11,12288,8,8,0.0232015132904052
b88301a4-0761-458a-bfb0-2330faf2784c,5,2,5,0,1,1,35,21600,5,5,0.0032001495361328
c2fed378-0aba-47b4-8022-201939915741,4,2,2,2,0,2,28,768,4,4,0.0031993389129638
ac8042f6-22ca-46c8-a4cd-cb652668e733,2,3,2,0,2,0,47,11532,2,2,0.003600263595581
0b91ac91-c0b7-4aca-aae5-e076c279cc63,5,3,0,5,1,1,59,4704,5,5,0.0059999942779541
21610a94-275f-4bdf-86c3-842a53523c07,8,1,3,5,0,3,179,768,8,8,0.0116000652313232
6879167d-2e3e-4066-a470-f2ffae0fa2aa,2,2,2,0,1,1,120,2700,2,2,0.0020003795623779
e386a8c6-da6c-423f-a08a-86d9c6ca28ea,5,3,2,3,1,1,59,1536,5,5,0.0025997161865234
b1f4570d-3c5a-408b-94b7-3ea1b259c400,7,1,7,0,2,1,238,18816,7,7,0.010200023651123
4fff5e90-c309-45dd-93da-fdc6436501d4,5,3,0,5,2,1,55,92256,5,5,0.0130001068115234
002e8b40-048c-4d37-9c0a-9b6e0d6c9712,7,1,3,4,0,3,201,1536,7,7,0.0058071136474609
9ad13563-fcd7-4106-bda9-331dd8f1b5dd,4,1,4,0,1,1,228,2352,4,4,0.0018000125885009
0b1deed2-c3f0-4ed6-94d2-fb417df904ec,5,2,0,5,1,1,16,92256,5,5,0.0048005104064941
5992d7d0-62ed-4fcc-a410-d7664ac049ae,5,1,4,1,3,0,115,384,5,5,0.0012027740478515
c07c5211-2c42-490d-9a9f-84eae1a292b4,3,2,1,2,0,2,87,1536,3,3,0.0010000705718994
6c04ce73-db9c-4715-bf9f-086dc81c1802,6,1,3,3,2,1,248,12288,6,6,0.009200382232666
c001bc7f-d29b-43be-8694-d63772cd0602,5,2,3,2,2,1,143,24576,5,5,0.0042001724243164
1eaecf59-12dc-49e1-8659-6beb9b45e8f5,6,1,6,0,1,1,263,37632,6,6,0.0100002288818359
a9771283-2c66-4cd1-9eab-83d12d625e96,2,2,2,0,1,1,98,3072,2,2,0.0008002758026123
b52e416a-c15c-4986-967d-6b2dc3621fdb,4,2,1,3,3,0,122,40368,4,4,0.0057998180389404
1b523e0f-575d-4c5d-bb07-ebd4aa88118d,5,3,3,2,2,0,61,864,5,5,0.0012001514434814
12c52d78-8e99-4130-a8ed-0236a2b77751,5,3,3,2,1,2,36,24576,5,5,0.0078010082244873
b616c94a-b69c-4db9-8d8e-7349159473d6,4,3,1,3,1,1,32,3072,4,4,0.0032001495361328
aab493e5-a739-4e10-a4a8-f81b57afd5d8,7,2,1,6,0,3,66,384,7,7,0.0025997161865234
4d68a1ad-055c-4762-8d50-6c6aaee711d7,4,1,4,0,1,1,244,46128,4,4,0.0066003322601318
fcba6d4a-edd9-4371-87ec-ab95f014da2c,7,3,3,4,2,1,46,75264,7,7,0.0115934371948242
a97c91ba-eebc-46f9-a2e8-6c81a68f59a9,6,2,5,1,1,2,102,15552,6,6,0.0056015491485595
605a820a-0c1c-4f74-a914-c243bda41131,6,1,3,3,2,1,195,1728,6,6,0.0014002323150634
ddcb81d7-3d83-405d-9617-5224b09b5728,5,1,4,1,2,1,106,4704,5,5,0.0013997077941894
69d54feb-b05b-4028-aafe-b2c517d2f3c7,5,1,3,2,1,1,74,6144,5,5,0.0012003421783447
899f00f3-5828-4ec5-94c7-cc9ffd4e320a,6,2,0,6,0,3,99,9408,6,6,0.0091923236846923
fba2a1b4-ad45-44d4-9216-66f287ed767b,8,3,5,3,2,1,12,768,8,8,0.0082003593444824
5f5f988b-87dd-43ca-9b71-29868ac14e52,3,1,0,3,1,2,130,92256,3,3,0.0066000938415527
46e7a1ca-256b-441c-bc13-f2cf900ee8c9,6,2,6,0,1,1,95,161472,6,6,0.0181929111480712
3fa00e48-9aa3-46cf-817b-ed1f71fc7492,7,3,3,4,2,1,24,18816,7,7,0.0056019306182861
f3423677-31a1-4b4b-ab42-5027dcf91f7c,2,3,0,2,1,1,34,10092,2,2,0.0020005702972412
bdc96433-d41c-4cce-a287-880c90b0d611,4,2,4,0,1,2,31,432,4,4,0.002199363708496
c7943ae1-7f83-4200-b433-a92df8880509,4,3,0,4,1,1,32,10800,4,4,0.0041994094848632
bc73e18d-10fd-42c1-a46d-e44e424eb774,5,3,2,3,1,1,42,18816,5,5,0.005200719833374
238cb0b7-4938-498b-a712-8284f4e54f7a,3,1,3,0,1,1,234,24576,3,3,0.0096628189086914
8498fb2f-be47-417f-8d1c-3fda9fd1ff6d,7,1,7,0,2,1,166,3456,7,7,0.0091993331909179
5049ba97-b036-4976-8295-22f91a4a571f,8,1,0,8,0,3,57,12288,8,8,0.0181998252868652
493f188e-40e8-4e83-b059-c2b96105e74a,4,3,1,3,1,1,11,46128,4,4,0.0097253322601318
d3312709-da92-41aa-bd62-18278ea53096,4,1,0,4,1,2,146,43200,4,4,0.0075995445251464
c2f6b231-d419-483a-8839-131a2f30e84f,4,1,2,2,0,2,224,46128,4,4,0.0063954353332519
3d318dd5-0b87-493b-991a-0732710806cd,4,3,0,4,1,1,67,202800,4,4,0.0264414310455322
c33ed066-2178-4c22-84b4-04820cf56482,5,2,5,0,1,1,146,4704,5,5,0.0074005126953125
85a85d76-9835-43f2-8861-c539809dd328,6,3,2,4,1,2,12,32448,6,6,0.0054003238677978
601b7e0c-5a43-4da7-b7e0-94b6735269b9,8,1,5,3,1,2,297,768,8,8,0.0072575092315673
a35f7c9a-527b-4a53-9414-10818a771eb3,9,2,3,6,1,2,85,38400,9,9,0.0348389625549316
599ce187-d3c6-4425-8243-41fb5397d385,5,3,2,3,0,3,16,384,5,5,0.0015999317169189
4d1bcfc0-5fdc-4006-9a38-99c6bbbe1739,5,1,2,3,1,2,78,64896,5,5,0.006400442123413
8609ba31-84db-4fbf-8010-918108845d6e,6,1,3,3,3,0,60,3072,6,6,0.0038005352020263
1313028a-b3b8-4414-a2b7-939db6d54bbc,4,1,4,0,3,0,131,8112,4,4,0.0025993347167968
f7b609b3-a239-4bb8-b01e-42fcf193a4dd,7,1,2,5,2,1,104,38400,7,7,0.0096002101898193
1051875b-e1fe-4c06-8bd4-649aeaa67c35,3,2,0,3,1,1,25,89304,3,3,0.0036004066467285
4885606b-88cb-44f4-bf0f-46dd47472be8,6,3,3,3,1,1,67,15552,6,6,0.006401252746582
6e49cccc-f875-49dc-a589-b95156406379,6,2,2,4,1,2,106,3072,6,6,0.0050002574920654
ee873eba-bfee-44a0-9a8a-0a02b7492170,5,2,2,3,0,2,77,1536,5,5,0.0085994243621826
dab16e61-425f-4465-aee6-a79e2288772a,4,1,2,2,2,0,44,12288,4,4,0.0038002967834472
c217ceb5-5d46-41cb-bb31-9fbdcb06a1c9,5,2,0,5,3,0,26,98304,5,5,0.0136000156402587
03b9de66-4a6a-44d3-aa2f-648a87b6e583,3,3,2,1,1,1,32,864,3,3,0.0025998592376708
f330a090-17da-4edf-b5de-24e706e3f513,4,2,0,4,1,1,89,202800,4,4,0.028799819946289
66031088-7d07-4fa3-9469-801a5638175f,9,2,3,6,2,1,57,6144,9,9,0.0141993999481201
7ce868a4-138a-480c-957f-9406cf21cae3,5,2,2,3,0,2,98,6144,5,5,0.00260009765625
d98461b6-ab09-42e5-9d06-02c47c9cb24f,3,3,1,2,1,2,16,4704,3,3,0.0016000270843505
c416ce06-5349-49ee-8873-9941911486f8,7,3,4,3,2,1,38,13824,7,7,0.0028002738952636
5dddc046-a2b7-4862-b812-fca5236866e7,4,1,0,4,2,0,248,190512,4,4,0.0173935890197753
eb2d8d99-5064-4ea4-b491-12deac4e5a51,7,3,6,1,1,2,51,13824,7,7,0.0055999279022216
6f587ff7-d91a-4780-8c9f-a5785181b7a3,4,1,4,0,0,2,85,432,4,4,0.0016058921813964
2f1df305-609e-43cf-b809-99a4bff2372d,6,1,5,1,1,2,87,12288,6,6,0.0038005352020263
3a9439ed-4559-4757-b482-e096692705e2,3,1,0,3,0,2,90,384,3,3,0.0007999897003173
578c64ea-50db-4e99-be1e-ffc01fc11ead,5,2,3,2,1,1,81,7776,5,5,0.0026056766510009
01b80f20-5c97-4917-a9ed-3ab98834fc7d,5,2,0,5,1,1,68,864,5,5,0.0013996601104736
0b3308e4-fa22-41db-a6b9-0d9d84c592e8,7,1,2,5,2,1,281,13824,7,7,0.0084002494812011
c123b7bc-f01f-4fef-9b5f-3f037a73cc84,6,1,0,6,1,2,220,161472,6,6,0.0296004772186279
dadb1943-fb46-4696-86c7-072f3b13e4a2,4,1,1,3,2,1,133,8112,4,4,0.0036070346832275
9f791fee-0a53-4d63-ab4c-ccc7a7ba0323,5,1,2,3,2,0,59,24576,5,5,0.0042004108428955
8d7c09ad-1ade-45fd-a8fc-4b18f34a89db,8,2,5,3,3,0,108,49152,8,8,0.0414003849029541
73b6b9da-7bdc-4fcc-a49c-07904a782ffc,5,1,1,4,2,1,46,16224,5,5,0.0032001018524169
6dd889e5-3f39-407d-bf0a-09e78323df04,4,1,4,0,2,0,207,46128,4,4,0.0057993412017822
b24029a9-1905-4a55-8b81-cb73e5f8e8b9,6,1,3,3,2,1,234,1728,6,6,0.0023998737335205
c058c969-9f19-4fad-ac0f-b4ab08d9459f,2,2,2,0,1,1,92,2700,2,2,0.0009994029998779
c7980ee2-9606-4c0d-8bc3-29735d2c0d47,4,3,0,4,0,2,47,3888,4,4,0.0054001331329345
9e73f46b-e7f4-4778-bf85-17b12d54cc44,2,1,1,1,2,0,248,47628,2,2,0.0068002223968505
b0045a69-a3dd-439c-b26d-6b61cb23e4b6,3,3,3,0,1,1,34,95256,3,3,0.0110000133514404
3f3bb26c-241a-4182-8e6d-b61518296cd7,6,3,1,5,1,2,52,768,6,6,0.0023998737335205
33563833-40d0-44c6-bbf4-ef9e13525981,3,1,1,2,1,1,98,89304,3,3,0.0066002368927001
2bab7dc1-1ff4-4986-897f-ff0a08f22567,5,2,2,3,1,1,118,7776,5,5,0.0048005104064941
7bf555fa-d1bb-4747-8e04-036a27af898a,7,3,0,7,2,1,59,384,7,7,0.0040001392364501
67efea4d-5492-4468-8afb-df5961ba676f,3,2,3,0,0,2,144,4704,3,3,0.0018000125885009
4c41edaf-cef5-47d0-9d94-c7b11bc8cdcf,3,2,0,3,0,2,50,24576,3,3,0.0039998531341552
bb77a07e-1833-45d1-b862-68336e0adfd3,7,2,4,3,1,2,138,1536,7,7,0.0034006595611572
1150b495-a701-4389-93b7-411ed156eb2e,2,1,1,1,0,2,275,3072,2,2,0.0023998260498046
c4d84524-7fce-465e-915c-76b798dd0fe2,4,1,4,0,1,1,60,13872,4,4,0.0031999588012695
e2a070d6-dbfe-48b1-ab13-86ed8fa77aad,6,3,3,3,0,3,19,192,6,6,0.0040002822875976
0a8c15aa-12d2-4de4-9567-908760195176,4,1,4,0,1,1,134,10800,4,4,0.0036009788513183
6711ed8f-eb6e-49f2-9f4d-21ea1e679df3,5,3,3,2,1,2,36,334176,5,5,0.026395559310913
bc675cd6-2b8e-44b7-94cf-b90fd51bb369,5,2,5,0,2,1,73,381024,5,5,0.036600112915039
fc818e67-8ce4-46bf-8687-ce079943d0ef,4,2,4,0,1,1,142,1200,4,4,0.0020018577575683
76c3860c-6083-49be-9fa7-5886c96f6ce0,5,3,0,5,1,1,24,24576,5,5,0.0148000240325927
a72c9b37-a8e3-46aa-b345-352be7321ddc,7,3,6,1,0,3,63,1536,7,7,0.004000186920166
3d376464-0052-47dd-8cc2-1d119fd945c2,4,3,0,4,1,1,21,10800,4,4,0.0035998821258544
b438f554-16a9-49b4-9cdd-dbc63185e062,4,3,4,0,1,1,11,13872,4,4,0.0027997970581054
06574800-6d52-444b-b2e4-10bc7cbd090d,4,2,2,2,0,2,120,12288,4,4,0.0054001331329345
f760cdd1-620e-4700-9f10-22cd8c01e5de,5,1,0,5,2,0,277,21600,5,5,0.008400535583496
993107cb-c042-4a61-8210-8b60052d30df,2,1,0,2,1,1,256,11532,2,2,0.0030008792877197
790c4fc5-9e59-47d7-bf1b-a943f6f77274,4,3,2,2,2,0,18,192,4,4,0.002800178527832
54ba09b0-e5e6-4c0d-b595-5f1271129cf6,5,2,0,5,1,2,24,9600,5,5,0.0062002182006835
f344672a-d5a1-4edf-941a-9a3b471d52ce,8,2,6,2,1,2,71,3072,8,8,0.0082004070281982
91dec2d8-c2fc-4333-a8ee-aafdce38802e,4,2,1,3,1,1,52,10800,4,4,0.0062007904052734
0a5e9b53-bfa1-44fc-a7ef-24bc0f4f26e9,3,3,2,1,1,1,40,26136,3,3,0.0034000396728515
1b007507-3ae1-4e78-8cc9-3af9a6450bd6,7,1,5,2,2,1,178,1536,7,7,0.0040003776550292
3eb43a98-680a-42b6-98ad-e93942438437,4,3,2,2,2,0,61,3072,4,4,0.0022002220153808
818bd57d-e552-438b-ba09-0d7c2347a59c,4,1,4,0,1,2,128,9408,4,4,0.0036001682281494
bba9016b-a1ad-4a9c-96a0-d8bc27fb1a59,4,1,2,2,0,2,253,432,4,4,0.002399730682373
8ee6c827-bd79-453c-acf9-9c15f3c7cbfc,3,2,2,1,1,1,142,26136,3,3,0.0059996128082275
6e6ecd7b-3ba1-4a0d-8fc8-9542e24779e0,9,3,0,9,1,2,67,6144,9,9,0.0072009086608886
33b15d1a-2555-4e6d-9eac-94340dae0da3,6,2,4,2,2,1,149,192,6,6,0.0015998840332031
aa9183d8-780f-4218-b032-134f527a908a,5,2,3,2,2,1,35,69984,5,5,0.0046006679534912
9a202331-0646-4b85-8372-aca221290eb3,7,1,4,3,2,1,35,3456,7,7,0.0019999504089355
c2813ab4-e447-4940-a57a-c511e08fc2aa,3,1,2,1,2,0,191,1536,3,3,0.0010000228881835
49408e3c-3c96-4357-9e01-cfbafb2e7c53,7,2,1,6,2,1,50,55296,7,7,0.009199571609497
89130f13-37ef-429a-a1ba-da949edc3a71,5,1,1,4,1,2,299,96,5,5,0.002000093460083
93709b10-d1bc-4ee2-9bfe-2f6e1e74576f,4,3,0,4,2,0,36,8112,4,4,0.0030018329620361
5330eb04-859a-4f9b-b87a-a9cd7f7b7e52,7,2,0,7,2,1,122,1536,7,7,0.0035999774932861
1dd789af-c0ff-4f32-ac86-4350d8e2cbb3,5,3,2,3,2,1,23,27744,5,5,0.0022003173828125
9bf72011-a148-4121-9b13-9973d032add5,4,1,0,4,1,1,282,40368,4,4,0.0054000377655029
7eec4fb7-90ac-4ff7-bfa3-5781272fff44,2,3,0,2,1,1,74,52272,2,2,0.0102007389068603
070fd16a-1c46-477e-9175-62f95a61d13c,5,1,1,4,1,2,298,384,5,5,0.0018004417419433
5e63e628-6ecd-4a60-a2e2-3277179a95eb,8,2,0,8,2,1,93,6912,8,8,0.0062001705169677
f95f2f31-c2b9-4384-ac4f-a2ab1d77abcd,5,1,2,3,0,2,278,864,5,5,0.0050001144409179
3e0f658b-5407-41b5-aa5c-c0e22b4ed1ea,3,2,1,2,2,1,92,6936,3,3,0.0020000457763671
fe870b1d-9413-43a6-bf27-4417b6cef994,5,3,3,2,1,1,62,98304,5,5,0.0234002113342285
8bafb13f-9cdd-4181-bacb-dfa4e8353e5c,5,3,2,3,0,2,65,16224,5,5,0.0063953876495361
